Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Why did the US use the CIA instead of the Air Force to run drones?,0,0,0,1,0,0
Is the competition open to anyone?,1,0,0,0,0,0
What came under Russian rule in the early 16th century?,0,1,0,0,0,0
Why did party membership increase?,0,0,0,1,0,0
Aside from being defined as a meeting hall what other definition does falekaupule have? ,0,1,0,0,0,0
For countries that use the Caribbean dollar as their paper currency what other currency do they make?,0,1,0,0,0,0
Why did Hurd think Burke's imitation was almost perfect?,0,0,0,0,0,1
Did Britain become populated with people again before or after the ice came to an end?,0,1,0,0,0,0
Was Texas a part of Mexico?,1,0,0,0,0,0
Name the largest species of fish in the world.,0,1,0,0,0,0
Why did Vladimir chose Western Christianity?,0,0,0,1,0,0
Why did Cj clark shoes leave the area?,0,0,0,1,0,0
Why do all cops use bicycles to patrol?,0,0,0,1,0,0
What is an example of Humanism based philosophy that focused on ethics?,0,1,0,0,0,0
Are masons allowed to divulge the secrets of each degree?,1,0,0,0,0,0
Why did he believe those concepts were inaccurate?,0,0,0,1,0,0
Why are Serbian and Croatian often treated like distinct languages?,0,0,0,1,0,0
Is maple wood diffuse-porous or ring-porous?,1,0,0,0,0,0
Was the economic model successful?,0,0,0,1,0,0
Why was the code patterned so that most codes were together?,0,0,0,1,0,0
Would you consider aesthetic elements alone in architectural lighting design?,0,0,0,0,0,1
Why did the Spanish colonies lag behind in adopting the calendar?,0,0,0,1,0,0
Why did the committee debate adding a character code function?,0,0,0,1,0,0
What form of discrimination did early African immigrants experience?,0,1,0,0,0,0
Name three DBMSs that have been used since the 1970s.,0,0,1,0,0,0
What type of relationship is it when large animals crush small plants?,0,1,0,0,0,0
Why do Jehovah Witnesses believe the Bible condemns mixing of religions?,0,0,0,1,0,0
IBM began supporting this in 1998.,0,1,0,0,0,0
Why do organisms inherit the characteristics of their parents?,0,0,0,1,0,0
What is the most visited city in Namibia by foreign tourists?,0,1,0,0,0,0
What were more hierarchical than Norte cultures?,0,1,0,0,0,0
Is alcohol consumption among adolescents still high or low?,1,0,0,0,0,0
Name one name the Batvian Republic is also known as?,0,1,0,0,0,0
Why did King James IX licence other trading companies from England?,0,0,0,1,0,0
Why is amnesia only seen in one form?,0,0,0,1,0,0
Is there underage children working in Brazil?,1,0,0,0,0,0
Why do most countries in the Diaspora have increasing religiously Jewish populations?,0,0,0,1,0,0
This group was often exploited and had no legal protection or recourse.,0,1,0,0,0,0
Hours of annual sunshine in florida ,0,1,0,0,0,0
The system was able to provide positioning data between 55 S and 55 N latitude and ______ longitude?,0,0,0,0,0,1
Finding defects once a change in code had already happened is called?,0,0,0,0,0,1
"If humans could breathe under water without equipment, what new industries could emerge?",0,0,0,0,1,0
Would you want to use a passive infrared sensor in an area requiring 360-degree coverage?,0,0,0,0,1,0
What is called the third stage of growth of bacteria?,0,1,0,0,0,0
Are all welcome to openly practice faith in Burma?,1,0,0,0,0,0
Are employers linked to Triangle Transit?,1,0,0,0,0,0
Why does white sunlight travel through the atmosphere?,0,1,0,0,0,0
Why are annelid fossils rare?,0,0,0,1,0,0
What sport do the New York Rangers play?,0,1,0,0,0,0
Why was Popper awarded the Ring of Honour of the City of Vienna?,0,0,0,1,0,0
What Indian tribe was the Army's major campaign against?,0,1,0,0,0,0
Which league had the second most Champions League wins between 1992 and 2013?,0,1,0,0,0,0
Was the transition from the former Dutch to the former Dutch gradual or rapid?,1,0,0,0,0,0
Following the war why did some military airfields add civil facilities?,0,0,0,1,0,0
In what year did programme editor Harry Homer join Arsenal?,0,1,0,0,0,0
Why is the Gospel of John said at the end of Christian Mass?,0,0,0,1,0,0
Yale University also contains a historical site within it campus the name of it?,0,1,0,0,0,0
Are children artists exceptions to child labour laws?,1,0,0,0,0,0
Does Puerto Rico have many English speaking residents?,1,0,0,0,0,0
If humans could breathe underwater without equipment what new industries might emerge?,0,0,0,0,1,0
Is the use of artificial grass permitted?,1,0,0,0,0,0
Do previous leaders have resistance to the current government?,0,0,0,0,0,1
Wow much did the ECB steal in order to cover bad debt?,0,1,0,0,0,0
Are knots usually lighter or darker than the surrounding wood?,1,0,0,0,0,0
Why are there no hospital beds?,0,0,0,1,0,0
Why did Gaddafi's family have to leave Sabha?,0,0,0,1,0,0
What does Latin require?,0,1,0,0,0,0
Name the title of the work by Jayaraashi Bhatta.,0,1,0,0,0,0
In theory how were all polish noblemen viewed?,0,1,0,0,0,0
Why was the carnival feast typically the last opportunity to eat well?,0,0,0,1,0,0
Are any relatives of the first people of the Grecian world still around?,0,1,0,0,0,0
Was it presidential or vice presidential debate held at Washington University in 2000?,1,0,0,0,0,0
Does the number of Internet users in Somalia continue to increase or decrease?,1,0,0,0,0,0
Why has Cyprus been sought out by offshore businesses?,0,0,0,1,0,0
Do antibiotics increase the chance of getting fat for humans?,0,1,0,0,0,0
Has demand increased within or outside the country?,1,0,0,0,0,0
Was there an improvement in energy efficiency between 1974 and 1980?,1,0,0,0,0,0
How often do hurricanes hit North Carolina?,0,1,0,0,0,0
Why did Shell file lawsuits?,0,0,0,1,0,0
What revolution impacted the medieval Islamic world?,0,1,0,0,0,0
Why did China need to resettle people into Gorges?,0,0,0,1,0,0
Are higher or lower levels of parental support associated with risky sexual behavior?,0,0,0,1,0,0
Has breeding changed the original characteristics of the animals?,1,0,0,0,0,0
Thomas Edison is credited with?,0,1,0,0,0,0
Name two of the oldest civilizations on which textual criticism has focused.,0,0,1,0,0,0
Were VSDs or CD-Vs all digital and also playable on DVD players?,1,0,0,0,0,0
"Does the research favour or reject the assumption that adolescents and adults think of risk in the same way, but have different values and therefore come to different conclusions?",0,0,0,0,1,0
Does the time frame of adolescence vary from culture to culture or remain universally agreed upon?,0,1,0,0,0,0
Why are there differences in modern copies of the same text?,0,0,0,1,0,0
Why was Victoria's eyesight unclouded?,0,1,0,0,0,0
Other than Yale New Haven has another private college in the city it's name?,0,0,0,0,0,1
Name two contributors to the reformed churches.,0,0,1,0,0,0
The time span that is counted as the non-classical for the Greeks is from eras?,0,1,0,0,0,0
What if global Internet speeds triple overnight how would this affect global communication?,0,0,0,0,1,0
How would global politics evolve if a universally understood and spoken language emerged spontaneously?,0,0,0,0,1,0
Why did the publisher remove the cover picture on Feynman's book?,0,0,0,1,0,0
Does the scientific community agree that earthquake forecasting is possible?,1,0,0,0,0,0
Can pesticides have a serious effect on people?,0,0,0,1,0,0
Why is a transistor so useful?,0,0,0,1,0,0
Do most wide streets carry one-way or two-way traffic?,1,0,0,0,0,0
Was the new Regulating Bill of 1791 passed or defeated?,0,1,0,0,0,0
Would the new high-level division have commercial independence from the Football Association and the Football League?,0,0,0,0,0,1
Why did membership decline in the late 1970s?,0,0,0,1,0,0
Did literate men recognize Virgil as a novice master or poet?,1,0,0,0,0,0
Did the people believe they were served well by the FBI?,1,0,0,0,0,0
Are all species of algae similar?,1,0,0,0,0,0
Can people self identify as more than one ethnicity on the US census currently?,1,0,0,0,0,0
Do LaserDiscs or DVD use analog video?,1,0,0,0,0,0
Why are broilers considered to be very healthy chickens?,0,0,0,1,0,0
Why did the committee decide on 7bit instead?,0,0,0,1,0,0
Did people want Athanase to be their bishop?,1,0,0,0,0,0
Can people identify themselves as more than one ethnic group in the current U.S. census?,1,0,0,0,0,0
According to research findings does Internet use have a positive or negative effect on teen physical health?,0,1,0,0,0,0
Name three DBMS that have been used since the 1970s.,0,0,1,0,0,0
Why don't New Haven city officials dislike Yale?,0,0,0,1,0,0
Was the cathedral finished ,0,1,0,0,0,0
Did the Trilogy project go over budget?,0,1,0,0,0,0
Did other countries actively participate in business that first rang a bell to begin in the winter of 2014 in Myanmar?,1,0,0,0,0,0
Are transactions limited?,1,0,0,0,0,0
Did Jesus sacrifice himself without a fight?,1,0,0,0,0,0
What word literally means 'born of a wolf'?,0,1,0,0,0,0
Does Washington (government) operate in both languages (bilingual-Spanish?),1,0,0,0,0,0
Why was the ability to play DVD-Video taken off of Windows Picture Player?,0,1,0,0,0,0
How much money was spent to revamp Tsaghkadzor for winter sports?,0,1,0,0,0,0
Did the country have lasting monarchs?,1,0,0,0,0,0
Why is internal digestion better than external?,0,0,0,1,0,0
Does PlayStation Network use artificial or real currency for image viewing?,0,0,0,0,0,1
Has the travel industry considered making any changes to Myanmar's response plans?,0,0,0,0,0,1
Are there academic programs in Yale's residential colleges?,1,0,0,0,0,0
Does the number of internet users in Somalia continue to rise or fall?,1,0,0,0,0,0
Were Latino residents also prohibited from marrying whites?,0,1,0,0,0,0
In medieval Europe was was placed on a table to help count money?,0,1,0,0,0,0
Why are scholars concerned with analysis of plays?,0,0,0,1,0,0
Are all stages such as driving a vehicle to vote in a jury and marriage having a common age of responsibility?,0,0,0,0,0,1
Have those books changed over time?,0,1,0,0,0,0
Eusocial insects provide food for their offspring full-time or part-time?,0,1,0,0,0,0
Is the name more ancient than other group names in the area?,1,0,0,0,0,0
Why was California allowed to disable the robots.txt blockage?,0,0,0,1,0,0
Whhat does intestinal flora reduce?,0,1,0,0,0,0
What empire was formed in the late 18th century?,0,1,0,0,0,0
Why did India stop supporting the military in Myanmar in 2008?,0,0,0,1,0,0
Why is the translation of sung texts more restrictive?,0,0,0,1,0,0
Is Cyprus an island or a landlocked country?,1,0,0,0,0,0
Was Alaska's Constitution written to encourage or discourage state funds being used for an unparticular purpose?,0,1,0,0,0,0
Is DDT 100% guaranteed to work?,1,0,0,0,0,0
Are boys or girls more likely in some cultures to be thrown into child labour?,0,0,0,1,0,0
Do all antibiotics interact dangerously with contamination?,1,0,0,0,0,0
Why did Libya become an 'international pariah'?,0,0,0,1,0,0
Did Bortolazzi like to play new wired mandolins?,0,0,0,0,0,1
Why do some scholars propose a Thursday is possible?,0,0,0,1,0,0
Does the people of London agree with this action?,1,0,0,0,0,0
Is the broadcast of the television series the same day as the first one?,1,0,0,0,0,0
Are the bacteria that is found on poultry easy to get rid of?,1,0,0,0,0,0
Why was Frederick able to retreat successfully?,0,0,0,1,0,0
What is primarily a recreational activity except in extremely underdeveloped areas?,0,1,0,0,0,0
Is asthma worse at day or night?,0,0,0,0,0,1
Why are certain larger transformations permitted?,0,0,0,1,0,0
In what area is the first recorded use of copper?,0,1,0,0,0,0
Why have energy sector regulators become a key facilitator of renewable energy investments?,0,0,0,1,0,0
Is Calvin Veltman relevant to today's Hispanic Americans?,1,0,0,0,0,0
What type or ornamentation was featured on the Illyrians shilds and war belts?,0,1,0,0,0,0
Do the Spaniards have a legacy in America of their ancestors?,1,0,0,0,0,0
Why were these neighborhoods created?,0,0,0,1,0,0
Who developed the concept of the introduction of laws of stored energy?,0,1,0,0,0,0
What year did Victorias Father die?,0,1,0,0,0,0
Does a high-speed CD-RW player write faster on ReWriteable CDs or High-speed ReWritable CDs?,0,0,0,0,0,1
Why do hydraulic elevators use more energy?,0,0,0,1,0,0
Is there any way to reduce travel time when arriving in Myanmar?,1,0,0,0,0,0
Where did treason interact with sensation according to Avicenna?,0,1,0,0,0,0
Is the Arundo donax a monocot or dicot cane plant?,1,0,0,0,0,0
Were Laserdiscs or VHS more durable in the long run?,0,1,0,0,0,0
What was built inside the Roman fortress in the 700's?,0,1,0,0,0,0
Are Freemasons free to explore the craft?,0,1,0,0,0,0
Will parties that hold a counter belief to the general beliefs of the state's incumbents be repressed?,1,0,0,0,0,0
Why did Jackson want this term to be used?,0,0,0,1,0,0
Are Venezuelans still coming to America for the same reasons as before?,1,0,0,0,0,0
Does everyone have horrible episodes of asthma?,1,0,0,0,0,0
Are their any mental health proffesionals that have programs to change sexual orientation?,0,0,0,1,0,0
Did Athanasius feel that it was important to believe that Jesus was the Son of God?,1,0,0,0,0,0
